PassengerId,Survived_pred,Survived_prob
892,0,0.13517231155612516
893,1,0.567086792872287
894,0,0.22000536524573344
895,0,0.10792678071252905
896,1,0.5700768267979394
897,0,0.10805169404472802
898,1,0.6873353862634949
899,0,0.14964618256483295
900,1,0.7390285224818345
901,0,0.06960000974247847
902,0,0.10775672549622435
903,0,0.2890495408390467
904,1,0.8974829733506413
905,0,0.14876823307699497
906,1,0.8601690433392379
907,1,0.8047101097170944
908,0,0.22106047077932076
909,0,0.16753253628384326
910,1,0.5676102312398654
911,1,0.7390266550692478
912,0,0.36145768096122055
913,0,0.10671390554863468
914,1,0.8528623450931077
915,0,0.424030118686122
916,1,0.9588941073880675
917,0,0.08652148511023311
918,1,0.9475101331092798
919,0,0.16753253628384326
920,0,0.41685979308823684
921,0,0.11043029290249207
922,0,0.14876823307699497
923,0,0.1202732831831689
924,1,0.5747529857358159
925,1,0.5763721070565961
926,0,0.43689456320646913
927,0,0.1675338866540948
928,1,0.6296288895934163
929,1,0.6299581079384293
930,0,0.10811280901635394
931,0,0.1190116556339808
932,0,0.1695327231975546
933,0,0.4146478998504961
934,0,0.10774657444774177
935,1,0.7554875987782045
936,1,0.8910069118971052
937,0,0.10776319778265905
938,1,0.5435569529488655
939,0,0.13515096885806882
940,1,0.9491271180325592
941,1,0.633839040970068
942,0,0.3714737884149736
943,0,0.26910760390786
944,1,0.6535526082791207
945,1,0.8458278165569505
946,0,0.2693552060542927
947,0,0.05521080020516501
948,0,0.10775672549622435
949,0,0.15274028397234402
950,0,0.08681345656756455
951,1,0.9662746636631471
952,0,0.10775672549622435
953,0,0.18021636882700054
954,0,0.10772441350840917
955,1,0.6873828465894523
956,1,0.5615038326726958
957,1,0.7588783830770001
958,1,0.6874592306386771
959,0,0.2968805311727597
960,1,0.542891969565636
961,1,0.9019166503207737
962,1,0.6873952312057158
963,0,0.10775672549622435
964,1,0.6295616873571181
965,1,0.5424247021351422
966,1,0.9622363960140793
967,1,0.6442324636344144
968,0,0.10779090835179715
969,1,0.8703622911524234
970,0,0.18004613764240793
971,1,0.6873952312057158
972,0,0.13670215872828043
973,0,0.46183867934948314
974,0,0.2890495408390467
975,0,0.10775672549622435
976,0,0.22040946384515359
977,0,0.13648693527336495
978,1,0.6874592306386771
979,1,0.6296288895934163
980,1,0.6873952312057158
981,0,0.14789453854350565
982,1,0.5709876751724392
983,0,0.10772995336749171
984,1,0.8580548846872861
985,0,0.10779090835179715
986,0,0.40424410156821
987,0,0.10773456272115346
988,1,0.8641606316656075
989,0,0.10776319778265905
990,1,0.6295236217842178
991,0,0.10779090835179715
992,1,0.9321324522730521
993,0,0.14876823307699497
994,0,0.13515096885806882
995,0,0.10772995336749171
996,1,0.6868995851231222
997,0,0.11104240874391758
998,0,0.1351700478018383
999,0,0.13515096885806882
1000,0,0.10793787897771415
1001,0,0.2764615294385286
1002,0,0.2691132718845737
1003,1,0.6874096960988114
1004,1,0.94392547293857
1005,1,0.6871639910860595
1006,1,0.9235218624905736
1007,0,0.13648693527336495
1008,0,0.16727949547682797
1009,1,0.5324657271599762
1010,1,0.569462828064787
1011,1,0.7109160969444553
1012,1,0.7566568083177427
1013,0,0.10770585574425995
1014,1,0.9324683207276493
1015,0,0.1076136689187572
1016,0,0.13515096885806882
1017,1,0.633946042491605
1018,0,0.10773456272115346
1019,1,0.5762123764545953
1020,0,0.18004613764240793
1021,0,0.10779090835179715
1022,0,0.10779090835179715
1023,1,0.5428705159306045
1024,1,0.6389423436173324
1025,0,0.1343233641332716
1026,0,0.10775672549622435
1027,0,0.10774750529489979
1028,0,0.16753253628384326
1029,0,0.18004613764240793
1030,1,0.6296288895934163
1031,0,0.09261010717394766
1032,0,0.33828211048160967
1033,1,0.8842762429639678
1034,1,0.6237502489049167
1035,0,0.1845130144863125
1036,0,0.28931017190073055
1037,0,0.05389799500607952
1038,0,0.34677309584798743
1039,0,0.10779090835179715
1040,0,0.28931017190073055
1041,0,0.14876823307699497
1042,1,0.9521206654720225
1043,0,0.16774831990884934
1044,0,0.1092190246444059
1045,1,0.6318481845801965
1046,0,0.04341254833090756
1047,0,0.10768010365264173
1048,1,0.9398805242248806
1049,1,0.6295236217842178
1050,0,0.4146478998504961
1051,1,0.6327013359568553
1052,1,0.6873869583117148
1053,0,0.13670215872828043
1054,1,0.7557004646561868
1055,0,0.10755833417756977
1056,0,0.18004613764240793
1057,1,0.575569788766543
1058,1,0.5554243121205492
1059,0,0.0711420167851177
1060,1,0.9055342015848021
1061,1,0.6301193136813903
1062,0,0.10768010365264173
1063,0,0.16753253628384326
1064,0,0.08641222518173106
1065,0,0.1675338866540948
1066,0,0.08964839613959748
1067,1,0.7663896710457364
1068,1,0.7654597213032395
1069,0,0.4939464630591234
1070,1,0.9253173720629128
1071,1,0.9498860493286937
1072,0,0.18004613764240793
1073,1,0.509918940239227
1074,1,0.8583098882822644
1075,0,0.13515096885806882
1076,1,0.9260380282171297
1077,0,0.18106940839983007
1078,1,0.7588783830770001
1079,0,0.06723458772649547
1080,0,0.19886055505367525
1081,0,0.18004613764240793
1082,0,0.14876823307699497
1083,0,0.2890495408390467
1084,0,0.08652148511023311
1085,0,0.22106047077932076
1086,0,0.18677840440190405
1087,0,0.10774750529489979
1088,1,0.6025904962241286
1089,1,0.6294810380496665
1090,0,0.17919686395248707
1091,1,0.6296624888290254
1092,1,0.691221508316169
1093,0,0.109206868858305
1094,1,0.6028362818325563
1095,1,0.7109160969444553
1096,0,0.17919686395248707
1097,0,0.40410070214155186
1098,1,0.6873952312057158
1099,0,0.17919686395248707
1100,1,0.9434404987417546
1101,0,0.10775672549622435
1102,0,0.11104240874391758
1103,0,0.10756939912352827
1104,0,0.20156178603089756
1105,1,0.7109160969444553
1106,0,0.3768532139269461
1107,0,0.42359967444162283
1108,1,0.6874592306386771
1109,0,0.3019354124535618
1110,1,0.9516478793357366
1111,0,0.10779090835179715
1112,1,0.7996389297016998
1113,0,0.10779090835179715
1114,1,0.8731778014049232
1115,0,0.10773456272115346
1116,1,0.905479956605426
1117,1,0.7425770945284454
1118,0,0.10773456272115346
1119,1,0.6873952312057158
1120,0,0.10936395376978168
1121,0,0.18004613764240793
1122,0,0.1984266383906749
1123,1,0.8513711056443215
1124,0,0.08507417101018028
1125,0,0.1351857869458817
1126,1,0.518567337554732
1127,0,0.10774750529489979
1128,1,0.5207250370851941
1129,0,0.16753253628384326
1130,1,0.7047182257240809
1131,1,0.9103715864474511
1132,1,0.9055342015848021
1133,1,0.7626544930120278
1134,1,0.5394282792352543
1135,0,0.10775488583335385
1136,0,0.08816618438836876
1137,0,0.3671044092707211
1138,1,0.7588783830770001
1139,0,0.15067584810307807
1140,1,0.7109160969444553
1141,1,0.6898358813756793
1142,1,0.7117445083528007
1143,0,0.10776319778265905
1144,1,0.5407334225244482
1145,0,0.10807391415697483
1146,0,0.10811280901635394
1147,0,0.10768010365264173
1148,0,0.13515096885806882
1149,0,0.10779090835179715
1150,1,0.7554875987782045
1151,0,0.10772995336749171
1152,0,0.08705133958543612
1153,0,0.10774750529489979
1154,1,0.759721048609047
1155,1,0.5700179512432871
1156,0,0.26806788055207165
1157,0,0.10775672549622435
1158,0,0.2768894874384929
1159,0,0.10768010365264173
1160,1,0.6296288895934163
1161,0,0.10792678071252905
1162,1,0.569462828064787
1163,0,0.13515096885806882
1164,1,0.943075894393671
1165,1,0.6335801738897147
1166,0,0.16753253628384326
1167,1,0.7109160969444553
1168,0,0.17919686395248707
1169,0,0.14876823307699497
1170,0,0.14731443439437908
1171,0,0.17919686395248707
1172,1,0.6299581079384293
1173,0,0.08638947842607596
1174,1,0.6873952312057158
1175,1,0.6902262081241165
1176,1,0.5745487210136588
1177,0,0.1076136689187572
1178,0,0.1076136689187572
1179,0,0.3835358617000681
1180,0,0.25936838239522764
1181,0,0.10779090835179715
1182,0,0.29553487513058685
1183,1,0.6869987908646654
1184,0,0.1675338866540948
1185,0,0.49203881998780113
1186,0,0.10811280901635394
1187,0,0.10775672549622435
1188,1,0.8096820289279968
1189,0,0.11043029290249207
1190,0,0.2983744854602015
1191,0,0.10774750529489979
1192,0,0.10772995336749171
1193,0,0.41266784709349347
1194,0,0.18278491582694398
1195,0,0.10792678071252905
1196,1,0.6873952312057158
1197,1,0.8850471717396668
1198,0,0.23567221650748507
1199,0,0.1080794698124617
1200,0,0.3896769363167193
1201,1,0.5711053020861218
1202,0,0.10792678071252905
1203,0,0.16753253628384326
1204,0,0.10768564150804295
1205,1,0.6873952312057158
1206,1,0.9571377515902679
1207,1,0.6873869583117148
1208,1,0.5463052639979564
1209,0,0.17919686395248707
1210,0,0.10774750529489979
1211,0,0.1202732831831689
1212,0,0.10772995336749171
1213,0,0.25936838239522764
1214,0,0.4487562065066586
1215,0,0.28931017190073055
1216,1,0.8976511382826549
1217,0,0.10756939912352827
1218,1,0.8808422755768973
1219,0,0.4340937735394429
1220,0,0.14876823307699497
1221,0,0.18004613764240793
1222,1,0.7654597213032395
1223,1,0.5435569529488655
1224,0,0.16753253628384326
1225,1,0.690470591401188
1226,0,0.10775672549622435
1227,1,0.5302467602569504
1228,0,0.18004613764240793
1229,0,0.1675338866540948
1230,0,0.1864284933741801
1231,0,0.1675338866540948
1232,0,0.17919686395248707
1233,0,0.10768657189232064
1234,0,0.09709233144167459
1235,1,0.9781104576869494
1236,0,0.08652148511023311
1237,1,0.6294138247761606
1238,0,0.18004613764240793
1239,1,0.7390285224818345
1240,0,0.18021636882700054
1241,1,0.7588783830770001
1242,1,0.9476680297927298
1243,0,0.17919686395248707
1244,0,0.20156178603089756
1245,0,0.1605169947243655
1246,1,0.5747529857358159
1247,0,0.4143401853043116
1248,1,0.8769215707510863
1249,0,0.10775304619809783
1250,0,0.13515096885806882
1251,1,0.5719192085297777
1252,0,0.017334612402679306
1253,1,0.8080514646833136
1254,1,0.7588783830770001
1255,0,0.10792678071252905
1256,1,0.9537210601748567
1257,1,0.6020883911444523
1258,0,0.13648804926283412
1259,1,0.6464704462935815
1260,1,0.911599139859417
1261,0,0.26857515098277984
1262,0,0.14458461008367798
1263,1,0.9552295298849585
1264,0,0.3998738635492795
1265,0,0.18004613764240793
1266,1,0.9316480397989202
1267,1,0.9427431106407385
1268,1,0.5038945149351916
1269,0,0.1795361970860464
1270,0,0.42782675062471165
1271,0,0.04341254833090756
