id,MachineFailurePred,MachineFailureProb
136429,0,0.002224717265137495
136430,0,0.0010989953434034122
136431,0,0.002708957198735002
136432,0,0.0030878824812229956
136433,0,0.003862456984985317
136434,0,0.002733386737535797
136435,0,0.003932162773467274
136436,0,0.005051015200397991
136437,0,0.0010455430134382578
136438,0,0.0012387848967392353
136439,0,0.0025143558014215283
136440,0,0.002206621870806247
136441,0,0.0012283772439394191
136442,0,0.0018886035762974126
136443,0,0.002209714867305796
136444,0,0.005595412743957554
136445,0,0.0010698074953122982
136446,1,0.9921930062395666
136447,0,0.0024665540411070315
136448,0,0.001960552583197427
136449,0,0.005620356416291224
136450,0,0.004123182474037072
136451,0,0.02048282742726597
136452,0,0.022015417376961416
136453,0,0.003978400739584567
136454,0,0.0015731263917211785
136455,0,0.0018532619172560384
136456,0,0.007431084160207807
136457,0,0.006570317824311854
136458,0,0.004924729569720741
136459,0,0.003679631965105686
136460,0,0.0028757063702746677
136461,0,0.0012482439526831962
136462,0,0.01782265648086753
136463,0,0.0018011219777463948
136464,0,0.0033891988173242113
136465,0,0.0015466453300352876
136466,0,0.0019682991465998917
136467,0,0.001295682388531925
136468,0,0.002889161215461592
136469,0,0.0013978810829025955
136470,0,0.002855714129220518
136471,0,0.008956008713676829
136472,0,0.007164663253326371
136473,0,0.002409056559845653
136474,0,0.002460757781178045
136475,0,0.0031536798656000664
136476,0,0.005521325747764711
136477,0,0.002473658202231624
136478,0,0.002127333999158926
136479,0,0.0013534720225288521
136480,0,0.006633179538865227
136481,0,0.0023932874185007736
136482,0,0.032754043121393586
136483,0,0.003140239091691946
136484,0,0.0010527072428138998
136485,0,0.001462968583403041
136486,0,0.0025204321777282076
136487,0,0.0014969556018609711
136488,0,0.0042903065623870395
136489,0,0.0011515984522575459
136490,0,0.023661399230139525
136491,0,0.003624874931526741
136492,0,0.0030792414003812706
136493,0,0.0033875289967063094
136494,0,0.0011133405625472043
136495,0,0.0028861391552655016
136496,0,0.0048202612076221705
136497,0,0.0021107763762424295
136498,0,0.009984552182875747
136499,0,0.0014248254570577218
136500,0,0.0007067571405698586
136501,0,0.0016171752896524056
136502,0,0.005279011315895336
136503,0,0.0029821142813877626
136504,0,0.001281157316128865
136505,0,0.0011404270736429327
136506,0,0.002822076009964891
136507,0,0.000766543484414695
136508,0,0.0010768901215878319
136509,0,0.0039232444454544
136510,0,0.0016228926422656041
136511,0,0.010369528418695225
136512,0,0.0008962219777325044
136513,0,0.005685221365361779
136514,0,0.002117059975760697
136515,0,0.0024092685560973205
136516,0,0.003633205757934693
136517,0,0.0017545590768377843
136518,0,0.0016680303306342537
136519,0,0.002882388538243532
136520,0,0.001948643456997607
136521,0,0.0018589951127387146
136522,0,0.003242167784809118
136523,0,0.0012141071154640982
136524,0,0.0013499085099267756
136525,0,0.004467328309133972
136526,0,0.005834837605252065
136527,0,0.007416072128770075
136528,0,0.001014130294895044
136529,0,0.006112898097096025
136530,0,0.0030390820532937056
136531,0,0.003689198432036975
136532,0,0.003717959837440087
136533,0,0.002989412177161619
136534,0,0.0005765971074679189
136535,0,0.002890971733992136
136536,0,0.0023002967652236434
136537,0,0.0009815464823226183
136538,0,0.005844482247684273
136539,0,0.001341500097797067
136540,0,0.002026283269911281
136541,0,0.0008464636931885
136542,0,0.004181762289095104
